,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
2899,EID_19318,1,19.0,4,1,Springfield,Marketing,Conceptual,0.0,0,46,0,3,8.0,type2,3.0,3,-0.1048,-1.615,2.0,3,8,3
2900,EID_19343,1,21.0,3,1,Lebanon,IT,Behavioral,2.0,2,24,1,2,7.0,type2,4.0,1,0.7516,0.7075,2.0,2,8,2
2902,EID_22102,1,30.0,3,1,Franklin,Purchasing,Directive,6.0,4,48,0,1,10.0,type3,2.0,3,0.7516,-1.615,2.0,3,7,3
2903,EID_24095,1,52.0,3,0,Springfield,Purchasing,Directive,16.0,2,51,2,1,7.0,type3,1.0,3,,0.7075,3.0,3,8,3
2905,EID_21635,0,,2,0,Franklin,IT,Behavioral,14.0,4,57,1,1,8.0,type2,4.0,3,-0.1048,1.8688,1.0,3,7,4
2907,EID_1997,1,,2,1,Lebanon,IT,Analytical,20.0,4,59,0,3,8.0,type2,2.0,3,-0.9612,-0.4537,2.0,4,9,2
2908,EID_10324,0,40.0,3,1,Lebanon,Sales,Behavioral,,4,62,0,3,7.0,type2,3.0,3,-1.8176,1.8688,1.0,4,9,4
2912,EID_17562,0,25.0,4,1,Clinton,IT,Analytical,6.0,4,32,2,5,8.0,type1,4.0,3,1.6081,0.7075,2.0,3,5,4
2914,EID_13687,1,30.0,4,0,Franklin,Purchasing,Conceptual,8.0,2,36,1,1,9.0,type3,3.0,3,-0.9612,-0.4537,1.0,2,8,5
2915,EID_19572,0,27.0,3,1,Lebanon,IT,Analytical,4.0,2,49,1,3,8.0,type2,1.0,3,0.7516,-0.4537,3.0,4,7,3
2916,EID_24909,1,45.0,3,0,Franklin,Operarions,Conceptual,7.0,4,45,1,3,9.0,type2,1.0,4,0.7516,0.7075,2.0,3,6,3
2917,EID_21814,1,54.0,3,1,Franklin,Production,Behavioral,28.0,1,22,1,5,8.0,type3,3.0,3,0.7516,-0.4537,2.0,2,8,3
2918,EID_12083,1,35.0,5,0,Lebanon,Production,Conceptual,7.0,4,74,1,3,8.0,type3,2.0,3,-0.9612,-0.4537,2.0,2,5,4
2919,EID_25919,1,42.0,4,1,Clinton,R&D,Behavioral,3.0,2,43,0,3,8.0,type4,1.0,4,-0.9612,-0.4537,2.0,5,8,4
2922,EID_1208,0,57.0,4,0,Washington,Operarions,Analytical,24.0,2,47,2,3,10.0,type1,1.0,3,-0.1048,-0.4537,2.0,3,6,3
2926,EID_14941,1,24.0,4,1,Clinton,Accounting and Finance,Conceptual,5.0,3,45,1,5,7.0,type2,3.0,4,0.7516,1.8688,2.0,2,8,2
2927,EID_6540,1,44.0,1,0,Washington,Logistics,Behavioral,11.0,2,53,2,4,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
2932,EID_23044,0,,4,1,Washington,Quality,Conceptual,13.0,4,47,2,3,7.0,type3,1.0,3,-0.9612,0.7075,,3,8,1
2933,EID_9038,1,38.0,5,1,Washington,Sales,Analytical,13.0,1,60,0,3,8.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,8,3
2935,EID_19630,1,37.0,3,0,Lebanon,IT,Analytical,8.0,3,61,1,4,8.0,type2,1.0,1,0.7516,-0.4537,2.0,3,8,4
2937,EID_10423,1,44.0,3,1,Springfield,Logistics,Conceptual,12.0,3,27,1,5,7.0,type2,2.0,4,-0.1048,0.7075,3.0,1,8,3
2941,EID_11571,0,41.0,3,0,Washington,IT,Directive,7.0,1,48,1,3,9.0,type1,1.0,3,0.7516,-0.4537,2.0,1,7,4
2944,EID_1930,1,64.0,3,1,Lebanon,Logistics,Behavioral,28.0,2,73,1,1,8.0,type2,4.0,4,0.7516,0.7075,1.0,3,6,3
2946,EID_22902,1,35.0,3,0,Franklin,R&D,Directive,13.0,2,40,0,3,9.0,type4,4.0,3,0.7516,1.8688,2.0,1,8,3
2953,EID_5953,1,54.0,4,1,Franklin,Logistics,Conceptual,24.0,3,51,0,4,8.0,type3,1.0,3,-0.1048,0.7075,,3,7,3
2956,EID_12891,1,28.0,4,1,Springfield,Logistics,Analytical,4.0,2,32,1,3,7.0,type3,1.0,3,1.6081,-0.4537,,4,8,4
2960,EID_8845,1,39.0,3,1,Lebanon,IT,Directive,15.0,4,56,1,3,9.0,type2,2.0,4,-0.1048,0.7075,2.0,2,7,4
2961,EID_1662,0,56.0,3,1,Clinton,Logistics,Behavioral,24.0,4,70,1,2,9.0,type3,3.0,3,0.7516,1.8688,3.0,4,8,3
2963,EID_20695,1,52.0,3,0,Lebanon,IT,Analytical,22.0,4,61,1,1,7.0,type3,2.0,3,,0.7075,1.0,3,8,1
2964,EID_19446,1,25.0,3,1,Franklin,R&D,Conceptual,6.0,2,59,0,5,9.0,type3,1.0,3,0.7516,-0.4537,2.0,3,6,4
2965,EID_12441,1,39.0,3,0,Franklin,R&D,Directive,11.0,2,66,1,3,7.0,type3,4.0,3,-0.9612,0.7075,,3,7,4
2966,EID_13066,0,37.0,4,0,Lebanon,Logistics,Analytical,11.0,2,60,0,2,7.0,type2,1.0,3,0.7516,0.7075,2.0,3,7,1
2969,EID_9689,0,41.0,4,1,Lebanon,Accounting and Finance,Analytical,7.0,1,39,0,5,8.0,type2,1.0,4,-1.8176,0.7075,,3,8,5
2970,EID_1668,0,56.0,5,1,Washington,R&D,Conceptual,19.0,1,44,2,4,7.0,type2,1.0,3,,-1.615,,2,7,3
2972,EID_22777,1,25.0,3,1,Springfield,Purchasing,Conceptual,6.0,4,59,1,3,8.0,type2,1.0,3,0.7516,0.7075,1.0,4,8,3
2975,EID_16121,0,23.0,3,1,Franklin,Quality,Conceptual,4.0,1,63,2,3,10.0,type3,1.0,4,-1.8176,-0.4537,,1,8,3
2976,EID_14662,0,33.0,5,0,Franklin,Operarions,Behavioral,4.0,3,21,0,3,9.0,type3,5.0,3,-0.9612,-0.4537,1.0,2,7,5
2981,EID_23724,1,35.0,5,1,Springfield,Sales,Conceptual,10.0,1,39,0,5,9.0,type2,2.0,3,,0.7075,1.0,3,5,5
2985,EID_4693,0,48.0,3,1,Springfield,Marketing,Analytical,17.0,2,21,1,3,8.0,type3,3.0,5,1.6081,-0.4537,1.0,2,7,3
2986,EID_17284,1,22.0,4,1,Washington,Sales,Conceptual,3.0,1,56,1,3,8.0,type2,4.0,3,0.7516,0.7075,2.0,3,8,3
2992,EID_6891,0,47.0,3,1,Franklin,Operarions,Behavioral,15.0,2,49,0,5,9.0,type2,3.0,3,-0.9612,0.7075,2.0,2,6,4
2994,EID_5880,1,62.0,3,1,Franklin,Sales,Conceptual,23.0,2,37,2,2,7.0,type2,3.0,4,-0.1048,-0.4537,,4,6,3
2996,EID_10066,1,,2,0,Franklin,Marketing,Conceptual,10.0,2,57,1,4,9.0,type2,1.0,3,0.7516,0.7075,3.0,4,8,3
2997,EID_7126,1,60.0,4,0,Lebanon,Logistics,Analytical,35.0,1,69,0,2,9.0,type3,3.0,3,-1.8176,-0.4537,,4,8,4
2999,EID_24750,1,45.0,1,0,Franklin,Sales,Directive,12.0,4,70,1,2,8.0,type4,4.0,3,0.7516,-0.4537,2.0,2,8,5
